ID1,ID2,EdgeType,Score,Annotation
2915,8058,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0014
2927,3544,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0056
2928,7968,MS1 annotation,4.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0106
2928,3268,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9956
2929,11923,MS1 annotation,4.500,[2M+Na]+ [M+NH4]+ dm/z=387.2640
2931,3152,MS1 annotation,5.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9949
2945,3130,MS1 annotation,4.000,[2M-CO2+H+Na]2+ [M-2H2O+Na]+ dm/z=3.0337
2945,4894,MS1 annotation,3.500,[M+NH4]+ [M-2H2O+Na]+ dm/z=31.0666
2949,7063,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9824
2953,3005,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9820
2959,3061,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0100
2959,9651,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0031
2960,5793,MS1 annotation,4.000,[M+H]+ [M-H2O+H]+ dm/z=18.0118
2967,4735,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9818
2968,5187,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9924
2993,3618,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0103
2993,5630,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9923
3001,6782,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0041
3004,3122,MS1 annotation,7.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3004,3413,MS1 annotation,8.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0104
3023,8690,MS1 annotation,4.500,[M+Na]+ [M-H2O+Na]+ dm/z=18.0104
3025,5887,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9537
3045,5044,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9948
3049,7892,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0025
3049,5078,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
3061,9651,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9931
3071,3214,MS1 annotation,6.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3073,5236,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9933
3073,3435,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0002
3095,5277,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
3099,4979,MS1 annotation,9.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0103
3099,5122,MS1 annotation,9.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0106
3099,5273,MS1 annotation,9.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0100
3122,3413,MS1 annotation,7.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
3131,4960,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9953
3132,3176,MS1 annotation,5.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0391
3132,11067,MS1 annotation,5.000,[M+H]+ [M-H2O+H]+ dm/z=18.0116
3143,5149,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0036
3143,9295,MS1 annotation,5.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
3143,3200,MS1 annotation,5.000,[M+Na]+ [M+Na]+ dm/z=0.0000
3143,5029,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0038
3162,4602,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9935
3168,5156,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9935
3168,5225,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
3168,3213,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0000
3174,3595,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
3176,11067,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0276
3184,5163,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9822
3200,5149,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0036
3200,9295,MS1 annotation,5.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
3200,5029,MS1 annotation,5.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0038
3205,7390,MS1 annotation,3.500,[M+HAc+Na]+ [M+H]+ dm/z=82.0035
3205,3348,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9837
3206,9046,MS1 annotation,2.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0034
3213,5156,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9935
3213,5225,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
3217,5509,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
3229,10097,MS1 annotation,5.500,[M-H2O+NH4]+ [M-H2O+H]+ dm/z=17.0261
3229,9044,MS1 annotation,5.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0365
3231,3359,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9953
3241,6669,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0048
3241,6732,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0056
3245,3251,MS1 annotation,3.000,[M+H]+ [M-H2O+H]+ dm/z=18.0119
3250,4289,MS1 annotation,2.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0036
3262,3795,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9953
3266,3369,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0001
3268,7968,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0062
3271,5193,MS1 annotation,5.500,[M+H]+ [M-H2O+H]+ dm/z=18.0105
3271,3335,MS1 annotation,6.000,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0105
3271,4932,MS1 annotation,5.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9941
3272,8047,MS1 annotation,3.500,[M-H+2Na]+ [M-H2O+H]+ dm/z=61.9739
3272,4918,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9919
3298,3904,MS1 annotation,10.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0000
3298,4021,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0484
3312,5242,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9933
3330,5267,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9929
3335,5193,MS1 annotation,5.500,[M+H]+ [M-2H2O+H]+ dm/z=36.0210
3335,4932,MS1 annotation,5.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0046
3348,7390,MS1 annotation,3.500,[M+HAc+Na]+ [M+Na]+ dm/z=60.0198
3380,12466,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9925
3382,5474,MS1 annotation,6.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0001
3394,6636,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9915
3395,4136,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
3398,4161,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9931
3398,10775,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0019
3407,3868,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9946
3435,5236,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9935
3463,4309,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0002
3463,4813,MS1 annotation,5.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0171
3492,4944,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9951
3492,3917,MS1 annotation,3.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0002
3493,9930,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9950
3510,4255,MS1 annotation,3.500,[M-H2O+Na]+ [M+Na]+ dm/z=18.0123
3510,4072,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9530
3513,4928,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0054
3540,5847,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0103
3540,4302,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0029
3544,4025,MS1 annotation,4.500,[M-CO2+Na]+ [M+Na]+ dm/z=43.9900
3551,10057,MS1 annotation,5.000,[M+Na]+ [M+Na]+ dm/z=0.0002
3553,5410,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9936
3562,7816,MS1 annotation,2.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9942
3613,7020,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0266
3618,5630,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9819
3680,4929,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0061
3680,4394,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0008
3695,3977,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9935
3727,4900,MS1 annotation,4.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0105
3742,4150,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
3807,10111,MS1 annotation,4.500,[M-CO2+H]+ [M-CO2+Na]+ dm/z=21.9827
3807,6588,MS1 annotation,4.000,[M+Na]+ [M-CO2+Na]+ dm/z=43.9883
3813,7957,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0016
3904,4021,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0484
3917,4944,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9953
3959,5100,MS1 annotation,4.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0206
3959,4864,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9826
3998,11184,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0009
4036,9273,MS1 annotation,3.000,[M+H]+ [M-H2O+H]+ dm/z=18.0106
4041,4363,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0006
4041,4905,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
4068,8092,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9507
4068,5370,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0042
4124,9560,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9791
4161,10775,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9912
4192,7395,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0033
4279,8001,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9934
4302,5847,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
4303,5787,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
4309,4813,MS1 annotation,5.500,[M-2H2O+H]+ [M+H]+ dm/z=36.0169
4310,6922,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9949
4310,4375,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0106
4354,5313,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9946
4354,5470,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9948
4354,4517,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0014
4363,4905,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9934
4394,4929,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0053
4413,6589,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9815
4413,6212,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9813
4471,5688,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
4480,10424,MS1 annotation,3.000,[M-2H2O+2H]2+ [M+Na]+ dm/z=336.2287
4480,5702,MS1 annotation,3.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9949
4488,11932,MS1 annotation,3.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0398
4488,10850,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
4506,8191,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0016
4506,5658,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9951
4508,12113,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9823
4517,5313,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9932
4517,5470,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9934
4529,7708,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0035
4577,10311,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9817
4647,12373,MS1 annotation,8.500,[M+Na]+ [2M+Na]+ dm/z=390.2749
4647,4662,MS1 annotation,9.000,[2M+NH4]+ [2M+Na]+ dm/z=4.9560
4647,9948,MS1 annotation,8.500,[M-H2O+H]+ [2M+Na]+ dm/z=430.2667
4662,12373,MS1 annotation,8.500,[M+Na]+ [2M+NH4]+ dm/z=385.3189
4662,9948,MS1 annotation,8.500,[M-H2O+H]+ [2M+NH4]+ dm/z=425.3107
4669,4714,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
4676,4923,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0096
4676,9915,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9795
4693,6788,MS1 annotation,6.000,[M+K]+ [M+H]+ dm/z=37.9560
4693,7126,MS1 annotation,6.500,[2M+Na]+ [M+H]+ dm/z=404.2917
4713,10374,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9558
4716,11181,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=306.1924
4717,4887,MS1 annotation,4.500,[M-H2O+H]+ [2M+H]+ dm/z=457.2800
4736,11499,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0029
4737,9111,MS1 annotation,4.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0032
4737,6551,MS1 annotation,4.000,[M+H]+ [M-2H2O+H]+ dm/z=36.0215
4737,6235,MS1 annotation,4.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0107
4740,4843,MS1 annotation,3.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0006
4747,11238,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
4767,9803,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
4769,6479,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
4769,10785,MS1 annotation,3.500,[M-CO+K]+ [M+Na]+ dm/z=12.0210
4772,7807,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9799
4777,11463,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9832
4794,6749,MS1 annotation,4.000,[M+K]+ [M+H]+ dm/z=37.9568
4819,4903,MS1 annotation,4.500,[M+NH4]+ [M+HAc+NH4]+ dm/z=60.0211
4825,12177,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0278
4856,9902,MS1 annotation,5.500,[M+K]+ [2M+Na]+ dm/z=338.3018
4859,10479,MS1 annotation,4.000,[M+K]+ [M-H2O+H]+ dm/z=55.9667
4859,5426,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0001
4864,5100,MS1 annotation,4.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0032
4871,4912,MS1 annotation,5.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0020
4871,11192,MS1 annotation,5.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0068
4885,4934,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0092
4886,4959,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0024
4912,11192,MS1 annotation,5.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9953
4918,8047,MS1 annotation,3.000,[M-H+2Na]+ [M+Na]+ dm/z=21.9821
4923,9915,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9891
4935,5003,MS1 annotation,4.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0015
4941,5252,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0041
4941,5244,MS1 annotation,3.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0039
4953,5096,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0038
4969,7777,MS1 annotation,3.000,[M-H2O+H]+ [M+H]+ dm/z=18.0100
4979,5122,MS1 annotation,9.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0003
4979,5273,MS1 annotation,9.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0003
4993,5025,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0001
4996,6632,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0103
4999,5275,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0044
5029,5149,MS1 annotation,6.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0003
5029,9295,MS1 annotation,6.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0104
5065,5142,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
5075,11194,MS1 annotation,3.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0107
5078,7892,MS1 annotation,3.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9956
5098,5129,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9932
5098,5373,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0006
5114,6349,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9845
5114,6278,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0001
5122,5273,MS1 annotation,9.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0006
5129,5373,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
5149,9295,MS1 annotation,6.000,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0102
5156,5225,MS1 annotation,4.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0006
5171,11431,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9567
5180,8859,MS1 annotation,3.500,[M-H2O+Na]+ [M-H2O+H]+ dm/z=21.9830
5201,5508,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9809
5228,8203,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9813
5244,5252,MS1 annotation,3.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0002
5313,5470,MS1 annotation,5.000,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0002
5370,8092,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
5395,10036,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0028
5395,6797,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9574
5421,7425,MS1 annotation,2.500,[2M-2H2O+Na]+ [M+H]+ dm/z=292.1816
5426,10479,MS1 annotation,4.000,[M+K]+ [M-H2O+H]+ dm/z=55.9668
5486,7966,MS1 annotation,2.000,[M-H2O+Na]+ [M+NH4]+ dm/z=13.0543
5573,6415,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9911
5658,8191,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9968
5702,10424,MS1 annotation,3.000,[M-2H2O+2H]2+ [M-H2O+H]+ dm/z=296.2338
5748,7860,MS1 annotation,3.500,[M+Na]+ [M-2H2O+H]+ dm/z=58.0039
5971,8085,MS1 annotation,2.000,[M+Na]+ [M-H2O+NH4]+ dm/z=22.9655
6009,6635,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9931
6118,6444,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9821
6142,6146,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
6145,11573,MS1 annotation,3.500,[2M+Na]+ [M+H]+ dm/z=628.2665
6145,6165,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9828
6150,6204,MS1 annotation,5.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9921
6150,7752,MS1 annotation,5.500,[2M+Na]+ [M+Na]+ dm/z=486.2854
6150,6183,MS1 annotation,5.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6150,6458,MS1 annotation,5.000,[M+H]+ [M+Na]+ dm/z=21.9814
6155,6205,MS1 annotation,4.000,[2M+Na]+ [2M+H]+ dm/z=21.9808
6159,6785,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9563
6165,11573,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=606.2837
6165,11594,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9802
6165,11573,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=606.2837
6166,9600,MS1 annotation,7.000,[M+H]+ [M+NH4]+ dm/z=17.0259
6166,8616,MS1 annotation,7.000,[M+NH4]+ [M+NH4]+ dm/z=0.0011
6166,12253,MS1 annotation,7.000,[M+Na]+ [M+NH4]+ dm/z=4.9531
6166,6219,MS1 annotation,7.500,[M-H2O+H]+ [M+NH4]+ dm/z=35.0389
6166,6250,MS1 annotation,7.000,[M+Na]+ [M+NH4]+ dm/z=4.9556
6168,7626,MS1 annotation,3.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9921
6168,7749,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9816
6172,6347,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9830
6180,8493,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9561
6182,6387,MS1 annotation,5.500,[2M+Na]+ [M+NH4]+ dm/z=519.2676
6182,6498,MS1 annotation,5.000,[M+K]+ [M+NH4]+ dm/z=20.9300
6182,6508,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0258
6182,6211,MS1 annotation,5.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0364
6183,6204,MS1 annotation,5.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0370
6183,7752,MS1 annotation,5.500,[2M+Na]+ [M+NH4]+ dm/z=491.2405
