ID1,ID2,EdgeType,Score,Annotation
6183,6458,MS1 annotation,5.000,[M+H]+ [M+NH4]+ dm/z=17.0263
6184,6256,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9798
6187,6378,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
6187,9216,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0289
6200,11589,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9563
6204,7752,MS1 annotation,5.500,[2M+Na]+ [M-H2O+H]+ dm/z=526.2776
6204,6458,MS1 annotation,5.000,[M+H]+ [M-H2O+H]+ dm/z=18.0107
6209,10023,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9850
6211,6387,MS1 annotation,5.500,[2M+Na]+ [M-H2O+H]+ dm/z=554.3040
6211,6498,MS1 annotation,5.000,[M+K]+ [M-H2O+H]+ dm/z=55.9664
6211,6508,MS1 annotation,5.000,[M+H]+ [M-H2O+H]+ dm/z=18.0107
6212,6589,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0002
6214,11582,MS1 annotation,3.500,[2M+Na]+ [M+Na]+ dm/z=620.2963
6214,7661,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9792
6219,9600,MS1 annotation,7.500,[M+H]+ [M-H2O+H]+ dm/z=18.0130
6219,8616,MS1 annotation,7.500,[M+NH4]+ [M-H2O+H]+ dm/z=35.0378
6219,12253,MS1 annotation,7.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9920
6219,6250,MS1 annotation,7.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9945
6235,9111,MS1 annotation,4.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
6235,6551,MS1 annotation,4.500,[M+H]+ [M-H2O+H]+ dm/z=18.0108
6244,6357,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
6250,9600,MS1 annotation,7.000,[M+H]+ [M+Na]+ dm/z=21.9815
6250,8616,MS1 annotation,7.000,[M+NH4]+ [M+Na]+ dm/z=4.9567
6250,12253,MS1 annotation,7.000,[M+Na]+ [M+Na]+ dm/z=0.0025
6259,9758,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9527
6259,8137,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9783
6276,8540,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9548
6278,6349,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9846
6285,7614,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0013
6286,6370,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9822
6289,8531,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
6291,6426,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9831
6291,11566,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0027
6293,8521,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9538
6293,11679,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9565
6293,7833,MS1 annotation,4.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0372
6298,7702,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9918
6298,6499,MS1 annotation,4.000,[M+H]+ [M-H2O+H]+ dm/z=18.0103
6311,6410,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9581
6318,9100,MS1 annotation,4.000,[M+K]+ [M+Na]+ dm/z=15.9726
6318,6480,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9556
6318,9764,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0022
6319,6325,MS1 annotation,2.000,[M+Na]+ [M+2H]2+ dm/z=538.7517
6322,6363,MS1 annotation,6.000,[2M+Na]+ [2M+NH4]+ dm/z=4.9548
6330,9122,MS1 annotation,2.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0036
6335,11601,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9568
6336,7748,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9544
6339,6742,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9566
6340,6420,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6342,6605,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9561
6360,6405,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9828
6360,8067,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0272
6360,6459,MS1 annotation,4.000,[M-H2O+H]+ [M+H]+ dm/z=18.0098
6378,9216,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9841
6381,6808,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9829
6387,6498,MS1 annotation,5.500,[M+K]+ [2M+Na]+ dm/z=498.3376
6387,6508,MS1 annotation,5.500,[M+H]+ [2M+Na]+ dm/z=536.2934
6392,6682,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9818
6402,9618,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9550
6405,8067,MS1 annotation,4.000,[M+NH4]+ [M+Na]+ dm/z=4.9557
6405,6459,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
6406,6817,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9819
6411,7795,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9564
6416,7763,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9552
6417,6570,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9544
6426,11566,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9804
6446,6535,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9928
6458,7752,MS1 annotation,5.500,[2M+Na]+ [M+H]+ dm/z=508.2668
6459,8067,MS1 annotation,4.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0370
6464,6670,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
6466,9108,MS1 annotation,2.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0099
6468,6745,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9822
6476,9257,MS1 annotation,3.500,[M-H2O+H]+ [M-2H2O+H]+ dm/z=18.0115
6476,11588,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0041
6479,10785,MS1 annotation,4.000,[M-CO+K]+ [M-H2O+H]+ dm/z=27.9720
6480,9100,MS1 annotation,4.000,[M+K]+ [M+NH4]+ dm/z=20.9283
6480,9764,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9579
6484,9286,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
6487,11058,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9926
6494,9631,MS1 annotation,3.500,[M+Na]+ [M-H2O+Na]+ dm/z=18.0076
6494,7770,MS1 annotation,4.000,[M-H2O+NH4]+ [M-H2O+Na]+ dm/z=4.9562
6498,6508,MS1 annotation,5.000,[M+H]+ [M+K]+ dm/z=37.9558
6499,7702,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9815
6509,6756,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9817
6518,7722,MS1 annotation,2.000,[M+NH4]+ [M+H]+ dm/z=17.0275
6521,6606,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0100
6521,6607,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9927
6527,7050,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9566
6544,10059,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9817
6551,9111,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9817
6558,6623,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
6559,8130,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9929
6567,11026,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9921
6570,9163,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9591
6577,9285,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9555
6578,8519,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9805
6588,10111,MS1 annotation,4.500,[M-CO2+H]+ [M+Na]+ dm/z=65.9710
6606,6607,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9827
6608,6804,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9932
6608,11598,MS1 annotation,4.000,[2M-CO2+H+Na]2+ [M-H2O+H]+ dm/z=7.0037
6615,9780,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0028
6615,8516,MS1 annotation,3.000,[M+Na]+ [M+H]+ dm/z=21.9818
6618,6784,MS1 annotation,6.000,[2M+Na]+ [2M+H]+ dm/z=21.9805
6618,10974,MS1 annotation,5.500,[M+H]+ [2M+H]+ dm/z=519.3312
6643,7923,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0278
6645,8089,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0012
6645,8705,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9527
6646,7398,MS1 annotation,2.000,[M+NH4]+ [2M+H]+ dm/z=372.1972
6654,10737,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9796
6656,8487,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9807
6668,11112,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9936
6669,6732,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0008
6673,8779,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0374
6674,8585,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9807
6679,8656,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9524
6690,7861,MS1 annotation,2.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6691,9643,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0030
6781,10754,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9799
6784,10974,MS1 annotation,5.500,[M+H]+ [2M+Na]+ dm/z=541.3117
6788,7126,MS1 annotation,6.500,[2M+Na]+ [M+K]+ dm/z=366.3357
6795,12580,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9926
6797,10036,MS1 annotation,3.000,[M+Na]+ [M+NH4]+ dm/z=4.9546
6799,7679,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9840
6800,8667,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9544
6804,11598,MS1 annotation,3.500,[2M-CO2+H+Na]2+ [M+Na]+ dm/z=32.9895
6814,12700,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9849
6837,9344,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9551
6845,11692,MS1 annotation,3.500,[M+H]+ [M-H2O+Na]+ dm/z=3.9702
6845,11634,MS1 annotation,3.500,[M+NH4]+ [M-H2O+Na]+ dm/z=13.0575
6849,12708,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0038
6858,7148,MS1 annotation,3.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0017
6864,8987,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9809
6871,7618,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9818
6889,7399,MS1 annotation,3.000,[2M-2H2O+Na]+ [2M-2H2O+Na]+ dm/z=0.0003
6889,8301,MS1 annotation,3.000,[M+H]+ [2M-2H2O+Na]+ dm/z=406.2200
6910,8718,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9562
6927,7487,MS1 annotation,4.000,[M+Na]+ [M+NH4]+ dm/z=4.9561
6927,7434,MS1 annotation,4.000,[M+H]+ [M+NH4]+ dm/z=17.0265
6942,11625,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9833
6942,8817,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9533
6956,7600,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9821
6957,9365,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9820
6967,8143,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9549
6984,8214,MS1 annotation,2.000,[M-H2O+H]+ [M+NH4]+ dm/z=35.0378
6994,9267,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9854
7089,11083,MS1 annotation,2.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9938
7101,8707,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9513
7108,9975,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9945
7128,7834,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9849
7154,12704,MS1 annotation,2.000,[M+NH4]+ [M-H2O+H]+ dm/z=35.0395
7250,7956,MS1 annotation,3.000,[M+H]+ [M+H]+ dm/z=0.0014
7258,9387,MS1 annotation,2.500,[M-H2O+NH4]+ [2M+Na]+ dm/z=334.2106
7363,11079,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9927
7363,11100,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9915
7363,9153,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0022
7398,7456,MS1 annotation,2.000,[2M-2H2O+Na]+ [M+H]+ dm/z=392.2035
7399,8301,MS1 annotation,3.000,[M+H]+ [2M-2H2O+Na]+ dm/z=406.2196
7434,7487,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9826
7563,11597,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9791
7626,7749,MS1 annotation,3.500,[M+H]+ [M-H2O+H]+ dm/z=18.0105
7661,11582,MS1 annotation,3.500,[2M+Na]+ [M+H]+ dm/z=642.2756
7668,7685,MS1 annotation,7.500,[2M+Na]+ [M+H]+ dm/z=400.2611
7670,11505,MS1 annotation,6.000,[3M+H]+ [2M+H]+ dm/z=453.2854
7684,7696,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9537
7688,7694,MS1 annotation,9.000,[M+Na]+ [M+Na]+ dm/z=0.0002
7688,8226,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0058
7688,8534,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9580
7688,8561,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9579
7688,8551,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9575
7688,7730,MS1 annotation,9.000,[M+Na]+ [M+Na]+ dm/z=0.0000
7688,8336,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0045
7688,12773,MS1 annotation,9.000,[M-2H2O+H]+ [M+Na]+ dm/z=57.9999
7689,8136,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9553
7694,8226,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0060
7694,8561,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9581
7694,8534,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9582
7694,8551,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9577
7694,7730,MS1 annotation,9.000,[M+Na]+ [M+Na]+ dm/z=0.0001
7694,8336,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0047
7694,12773,MS1 annotation,9.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0001
7701,8967,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9562
7730,8226,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0059
7730,8534,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9581
7730,8561,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9579
7730,8551,MS1 annotation,9.000,[M+NH4]+ [M+Na]+ dm/z=4.9576
7730,8336,MS1 annotation,9.500,[M-2H2O+H]+ [M+Na]+ dm/z=58.0046
7730,12773,MS1 annotation,9.000,[M-2H2O+H]+ [M+Na]+ dm/z=57.9999
7770,9631,MS1 annotation,3.500,[M+Na]+ [M-H2O+NH4]+ dm/z=22.9638
7789,11592,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9585
7802,9230,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9548
7804,11583,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9831
7833,8521,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9910
7833,11679,MS1 annotation,4.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9937
7928,7938,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9847
7942,12411,MS1 annotation,3.000,[M+Na]+ [M-2H2O+H]+ dm/z=58.0054
8089,8705,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9515
8137,9758,MS1 annotation,4.000,[M+NH4]+ [M+H]+ dm/z=17.0257
8141,8707,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9572
8164,11022,MS1 annotation,3.500,[M+HAc+Na]+ [M+Na]+ dm/z=60.0211
8226,8534,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0478
8226,8561,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0479
8226,8551,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0483
8226,8336,MS1 annotation,10.000,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0013
8228,11414,MS1 annotation,2.000,[M+Na]+ [M+NH4]+ dm/z=4.9550
8336,8534,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0465
8336,8561,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0466
8336,8551,MS1 annotation,9.500,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0470
8336,12773,MS1 annotation,9.500,[M-2H2O+H]+ [M-2H2O+H]+ dm/z=0.0047
8483,9016,MS1 annotation,3.000,[2M+2H]2+ [M-H2O+NH4]+ dm/z=0.9792
8516,9780,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9790
8521,11679,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0027
8534,8561,MS1 annotation,9.000,[M+NH4]+ [M+NH4]+ dm/z=0.0001
8534,8551,MS1 annotation,9.000,[M+NH4]+ [M+NH4]+ dm/z=0.0005
8534,12773,MS1 annotation,9.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0418
8544,12440,MS1 annotation,5.500,[2M+H]+ [2M+Na]+ dm/z=21.9802
8551,8561,MS1 annotation,9.000,[M+NH4]+ [M+NH4]+ dm/z=0.0004
8551,12773,MS1 annotation,9.000,[M-2H2O+H]+ [M+NH4]+ dm/z=53.0424
8573,12862,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0007
8573,8640,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0032
8573,9009,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9845
8600,12444,MS1 annotation,6.500,[2M+H]+ [2M+Na]+ dm/z=21.9800
8616,9600,MS1 annotation,7.000,[M+H]+ [M+NH4]+ dm/z=17.0248
8616,12253,MS1 annotation,7.000,[M+Na]+ [M+NH4]+ dm/z=4.9542
8622,9757,MS1 annotation,2.000,[M-2H2O+H]+ [M+Na]+ dm/z=58.0036
8640,12862,MS1 annotation,4.000,[M+Na]+ [M+Na]+ dm/z=0.0039
8640,9009,MS1 annotation,4.000,[M+H]+ [M+Na]+ dm/z=21.9813
8651,11439,MS1 annotation,2.000,[M+H]+ [M-2H2O+NH4]+ dm/z=18.9957
8668,12392,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9930
8677,10549,MS1 annotation,6.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9928
8686,10033,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9838
8817,11625,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0300
8977,9239,MS1 annotation,2.000,[M+NH4]+ [M+Na]+ dm/z=4.9552
8996,11906,MS1 annotation,2.000,[M+NH4]+ [M+2H]2+ dm/z=642.3983
8996,11906,MS1 annotation,2.000,[2M+NH4]+ [M+H]+ dm/z=642.3983
9009,12862,MS1 annotation,4.000,[M+Na]+ [M+H]+ dm/z=21.9852
9016,11898,MS1 annotation,3.000,[3M+2H]2+ [2M+2H]2+ dm/z=273.6604
9044,10097,MS1 annotation,5.500,[M-H2O+NH4]+ [M+NH4]+ dm/z=18.0104
9050,9309,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9813
9153,11079,MS1 annotation,4.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9949
9153,11100,MS1 annotation,4.500,[M-H2O+H]+ [M+Na]+ dm/z=39.9937
9257,11588,MS1 annotation,3.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9925
9600,12253,MS1 annotation,7.000,[M+Na]+ [M+H]+ dm/z=21.9790
9948,12373,MS1 annotation,8.000,[M+Na]+ [M-H2O+H]+ dm/z=39.9918
10021,12432,MS1 annotation,2.000,[M+Na]+ [M+H]+ dm/z=21.9839
10135,11276,MS1 annotation,9.500,[M-H2O+H]+ [2M+Na]+ dm/z=420.2864
10357,11912,MS1 annotation,2.000,[M+NH4]+ [M-2H2O+H]+ dm/z=53.0482
10741,12521,MS1 annotation,3.000,[M+Na]+ [M+Na]+ dm/z=0.0028
10796,12444,MS1 annotation,6.000,[2M+H]+ [M-H2O+H]+ dm/z=731.5471
10846,11108,MS1 annotation,3.000,[M+H]+ [M+Na]+ dm/z=21.9845
10846,11970,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9565
10850,11932,MS1 annotation,3.000,[M+NH4]+ [M+Na]+ dm/z=4.9531
10853,11185,MS1 annotation,3.500,[M-2H2O+H]+ [M-H2O+H]+ dm/z=18.0085
11001,11893,MS1 annotation,7.000,[2M+Na]+ [2M+H]+ dm/z=21.9883
11079,11100,MS1 annotation,4.500,[M-H2O+H]+ [M-H2O+H]+ dm/z=0.0012
11108,11970,MS1 annotation,3.000,[M+NH4]+ [M+H]+ dm/z=17.0280
11186,11196,MS1 annotation,6.000,[2M+K]+ [2M+Na]+ dm/z=15.9750
11409,12414,MS1 annotation,2.000,[M-H2O+H]+ [M+Na]+ dm/z=39.9944
11573,11594,MS1 annotation,3.500,[M+H]+ [2M+Na]+ dm/z=628.2639
11573,12841,MS1 annotation,2.000,[M+H]+ [M+Na]+ dm/z=21.9879
11634,11692,MS1 annotation,3.000,[M+H]+ [M+NH4]+ dm/z=17.0278
12048,12870,MS1 annotation,2.500,[M+Na]+ [M-H2O+H]+ dm/z=39.9910
12441,12442,MS1 annotation,5.000,[M+H]+ [M+H]+ dm/z=0.0001
